old_readme_url,new_url_after_launch,works_today_on_mintlify,what_happened,new_page_title
https://docs.northbeam.io/docs/setting-up-facebook-ads-tracking,https://docs.northbeam.io/docs/channels/meta/overview,https://northbeam.mintlify.io/docs/channels/meta/overview,guide split into steps,Tracking for Meta Ads
https://docs.northbeam.io/docs/setting-up-facebook-ads-tracking#step-2-insert-northbeam-utm-parameters,https://docs.northbeam.io/docs/channels/meta/insert-the-utms#step-2-insert-northbeam-utm-parameters,https://northbeam.mintlify.io/docs/channels/meta/insert-the-utms#step-2-insert-northbeam-utm-parameters,section moved to its own page,Meta Ads: Insert the UTMs
https://docs.northbeam.io/docs/setting-up-google-ads-for-northbeam,https://docs.northbeam.io/docs/channels/google/overview,https://northbeam.mintlify.io/docs/channels/google/overview,guide split into steps,Tracking for Google + YouTube Ads
https://docs.northbeam.io/docs/setting-up-google-ads-for-northbeam#adding-an-extra-google-ads-account,https://docs.northbeam.io/docs/channels/google/faq#adding-an-extra-google-ads-account,https://northbeam.mintlify.io/docs/channels/google/faq#adding-an-extra-google-ads-account,section moved to its own page,Google + YouTube Ads FAQ
https://docs.northbeam.io/docs/setting-up-google-ads-for-northbeam#step-1-insert-northbeam-utm-parameters,https://docs.northbeam.io/docs/channels/google/insert-the-utms#step-1-insert-northbeam-utm-parameters,https://northbeam.mintlify.io/docs/channels/google/insert-the-utms#step-1-insert-northbeam-utm-parameters,section moved to its own page,Google + YouTube Ads: Insert the UTMs
https://docs.northbeam.io/docs/setting-up-google-ads-for-northbeam#step-2-insert-northbeam-utm-parameters,https://docs.northbeam.io/docs/channels/google/overview#step-2-insert-northbeam-utm-parameters,https://northbeam.mintlify.io/docs/channels/google/overview#step-2-insert-northbeam-utm-parameters,guide split into steps,Tracking for Google + YouTube Ads
https://docs.northbeam.io/docs/setting-up-klaviyo-for-northbeam,https://docs.northbeam.io/docs/channels/klaviyo/overview,https://northbeam.mintlify.io/docs/channels/klaviyo/overview,guide split into steps,Tracking for Klaviyo
https://docs.northbeam.io/docs/setting-up-klaviyo-for-northbeam#part-1-setting-account-wide-utms,https://docs.northbeam.io/docs/channels/klaviyo/overview#part-1-setting-account-wide-utms,https://northbeam.mintlify.io/docs/channels/klaviyo/overview#part-1-setting-account-wide-utms,guide split into steps,Tracking for Klaviyo
https://docs.northbeam.io/docs/setting-up-multiple-stores-or-regions,https://docs.northbeam.io/docs/adding-a-store-or-dashboard,https://northbeam.mintlify.io/docs/adding-a-store-or-dashboard,moved,Setting Up Multiple Stores or Regions
https://docs.northbeam.io/docs/setting-up-pinterest-ads-for-northbeam,https://docs.northbeam.io/docs/channels/pinterest/overview,https://northbeam.mintlify.io/docs/channels/pinterest/overview,guide split into steps,Tracking for Pinterest Ads
https://docs.northbeam.io/docs/setting-up-pinterest-ads-for-northbeam#step-2-insert-northbeam-utm-parameters,https://docs.northbeam.io/docs/channels/pinterest/insert-the-utms#step-2-insert-northbeam-utm-parameters,https://northbeam.mintlify.io/docs/channels/pinterest/insert-the-utms#step-2-insert-northbeam-utm-parameters,section moved to its own page,Pinterest Ads: Insert the UTMs
https://docs.northbeam.io/docs/setting-up-tiktok-ads-for-northbeam,https://docs.northbeam.io/docs/channels/tiktok/overview,https://northbeam.mintlify.io/docs/channels/tiktok/overview,guide split into steps,Tracking for TikTok Ads
https://docs.northbeam.io/docs/setting-up-tiktok-ads-for-northbeam#step-2-insert-northbeam-utm-,https://docs.northbeam.io/docs/channels/tiktok/overview#step-2-insert-northbeam-utm-,https://northbeam.mintlify.io/docs/channels/tiktok/overview#step-2-insert-northbeam-utm-,guide split into steps,Tracking for TikTok Ads
https://docs.northbeam.io/docs/setting-up-tiktok-ads-for-northbeam#step-2-insert-northbeam-utm-parameters,https://docs.northbeam.io/docs/channels/tiktok/insert-the-utms#step-2-insert-northbeam-utm-parameters,https://northbeam.mintlify.io/docs/channels/tiktok/insert-the-utms#step-2-insert-northbeam-utm-parameters,section moved to its own page,TikTok Ads: Insert the UTMs
https://docs.northbeam.io/docs/sftp-orders-upload,https://docs.northbeam.io/docs/sftp-orders-upload,https://northbeam.mintlify.io/docs/sftp-orders-upload,same page,SFTP Orders Upload
https://docs.northbeam.io/docs/shopify-installation,https://docs.northbeam.io/docs/shopify-installation,https://northbeam.mintlify.io/docs/shopify-installation,same page,Shopify Installation
https://docs.northbeam.io/docs/shopify-migration-preserving-customer-stages,https://docs.northbeam.io/docs/shopify-migration-preserving-customer-stages,https://northbeam.mintlify.io/docs/shopify-migration-preserving-customer-stages,same page,Shopify Migration: Preserving Customer Stages
https://docs.northbeam.io/docs/shopify-order-sync,https://docs.northbeam.io/docs/shopify-order-sync,https://northbeam.mintlify.io/docs/shopify-order-sync,same page,Shopify
https://docs.northbeam.io/docs/shopify-overview,https://docs.northbeam.io/docs/what-to-expect-during-implementation,https://northbeam.mintlify.io/docs/what-to-expect-during-implementation,moved,What To Expect During Implementation
https://docs.northbeam.io/docs/spend-api,https://docs.northbeam.io/docs/spend-api,https://northbeam.mintlify.io/docs/spend-api,same page,Spend API
https://docs.northbeam.io/docs/spend-api-1,https://docs.northbeam.io/docs/spend-api,https://northbeam.mintlify.io/docs/spend-api,moved,Spend API
https://docs.northbeam.io/docs/spend-api-best-practices-and-limits,https://docs.northbeam.io/docs/spend-api-best-practices-and-limits,https://northbeam.mintlify.io/docs/spend-api-best-practices-and-limits,same page,Best Practices and Limits
https://docs.northbeam.io/docs/subscription-analytics,https://docs.northbeam.io/docs/subscription-analytics,https://northbeam.mintlify.io/docs/subscription-analytics,same page,Subscription Analytics
https://docs.northbeam.io/docs/subscription-metrics,https://docs.northbeam.io/docs/subscription-metrics,https://northbeam.mintlify.io/docs/subscription-metrics,same page,Subscription Metrics
https://docs.northbeam.io/docs/the-media-buyer-newsletter,https://docs.northbeam.io/docs/the-media-buyer-newsletter,https://northbeam.mintlify.io/docs/the-media-buyer-newsletter,same page,🛰️ The Media Buyer Newsletter
https://docs.northbeam.io/docs/third-party-checkouts,https://docs.northbeam.io/docs/third-party-checkouts,https://northbeam.mintlify.io/docs/third-party-checkouts,same page,Third-Party Checkouts
https://docs.northbeam.io/docs/touchpoints-export,https://docs.northbeam.io/docs/touchpoints-export,https://northbeam.mintlify.io/docs/touchpoints-export,same page,📂 Touchpoints Export
https://docs.northbeam.io/docs/tracking-for-amazon,https://docs.northbeam.io/docs/channels/amazon/overview,https://northbeam.mintlify.io/docs/channels/amazon/overview,guide split into steps,Tracking for Amazon
https://docs.northbeam.io/docs/tracking-for-bliss-point-by-tinuiti,https://docs.northbeam.io/docs/tracking-for-bliss-point-by-tinuiti,https://northbeam.mintlify.io/docs/tracking-for-bliss-point-by-tinuiti,same page,Tracking for Bliss Point by Tinuiti
https://docs.northbeam.io/docs/tracking-for-bliss-point-media,https://docs.northbeam.io/docs/tracking-for-bliss-point-by-tinuiti,https://northbeam.mintlify.io/docs/tracking-for-bliss-point-by-tinuiti,moved,Tracking for Bliss Point by Tinuiti
https://docs.northbeam.io/docs/tracking-for-impact,https://docs.northbeam.io/docs/channels/impact/overview,https://northbeam.mintlify.io/docs/channels/impact/overview,guide split into steps,Tracking for Impact
https://docs.northbeam.io/docs/tracking-for-influencers,https://docs.northbeam.io/docs/tracking-for-other-platforms,https://northbeam.mintlify.io/docs/tracking-for-other-platforms,moved,Tracking for Non-Integrated Channels
https://docs.northbeam.io/docs/tracking-for-keynes,https://docs.northbeam.io/docs/channels/keynes/overview,https://northbeam.mintlify.io/docs/channels/keynes/overview,guide split into steps,Tracking for Keynes
https://docs.northbeam.io/docs/tracking-for-liveintent,https://docs.northbeam.io/docs/channels/liveintent/overview,https://northbeam.mintlify.io/docs/channels/liveintent/overview,guide split into steps,Tracking for LiveIntent
https://docs.northbeam.io/docs/tracking-for-microsoft,https://docs.northbeam.io/docs/channels/microsoft/overview,https://northbeam.mintlify.io/docs/channels/microsoft/overview,guide split into steps,Tracking for Microsoft Ads
https://docs.northbeam.io/docs/tracking-for-microsoft#1-do-i-need-specific-utm-parameters,https://docs.northbeam.io/docs/channels/microsoft/faq#1-do-i-need-specific-utm-parameters,https://northbeam.mintlify.io/docs/channels/microsoft/faq#1-do-i-need-specific-utm-parameters,section moved to its own page,Microsoft Ads FAQ
https://docs.northbeam.io/docs/tracking-for-mntn,https://docs.northbeam.io/docs/channels/mntn/overview,https://northbeam.mintlify.io/docs/channels/mntn/overview,guide split into steps,Tracking for MNTN
https://docs.northbeam.io/docs/tracking-for-off-domain-sites,https://docs.northbeam.io/docs/tracking-for-off-domain-sites,https://northbeam.mintlify.io/docs/tracking-for-off-domain-sites,same page,Tracking Ads using Off-Domain Sites
https://docs.northbeam.io/docs/tracking-for-openai-ads,https://docs.northbeam.io/docs/tracking-for-openai-ads,https://northbeam.mintlify.io/docs/tracking-for-openai-ads,same page,Tracking for OpenAI
https://docs.northbeam.io/docs/tracking-for-other-platforms,https://docs.northbeam.io/docs/tracking-for-other-platforms,https://northbeam.mintlify.io/docs/tracking-for-other-platforms,same page,Tracking for Non-Integrated Channels
https://docs.northbeam.io/docs/tracking-for-other-platforms#if-your-platform-is-not-in-the-guide-please-use-standard-utm-parameters,https://docs.northbeam.io/docs/tracking-for-other-platforms#if-your-platform-is-not-in-the-guide-please-use-standard-utm-parameters,https://northbeam.mintlify.io/docs/tracking-for-other-platforms#if-your-platform-is-not-in-the-guide-please-use-standard-utm-parameters,same page,Tracking for Non-Integrated Channels
https://docs.northbeam.io/docs/tracking-for-paramount,https://docs.northbeam.io/docs/tracking-for-paramount,https://northbeam.mintlify.io/docs/tracking-for-paramount,same page,Tracking for Paramount
https://docs.northbeam.io/docs/tracking-for-pinterest-ads,https://docs.northbeam.io/docs/channels/pinterest/overview,https://northbeam.mintlify.io/docs/channels/pinterest/overview,guide split into steps,Tracking for Pinterest Ads
https://docs.northbeam.io/docs/tracking-for-pinterest-ads#step-2-insert-northbeam-utm-parameter,https://docs.northbeam.io/docs/channels/pinterest/overview#step-2-insert-northbeam-utm-parameter,https://northbeam.mintlify.io/docs/channels/pinterest/overview#step-2-insert-northbeam-utm-parameter,guide split into steps,Tracking for Pinterest Ads
https://docs.northbeam.io/docs/tracking-for-pinterest-ads#step-2-insert-northbeam-utm-parameters,https://docs.northbeam.io/docs/channels/pinterest/insert-the-utms#step-2-insert-northbeam-utm-parameters,https://northbeam.mintlify.io/docs/channels/pinterest/insert-the-utms#step-2-insert-northbeam-utm-parameters,section moved to its own page,Pinterest Ads: Insert the UTMs
https://docs.northbeam.io/docs/tracking-for-rakuten,https://docs.northbeam.io/docs/channels/rakuten/overview,https://northbeam.mintlify.io/docs/channels/rakuten/overview,guide split into steps,Tracking for Rakuten
https://docs.northbeam.io/docs/tracking-for-rakuten#step-1-inserting-click-utms,https://docs.northbeam.io/docs/channels/rakuten/insert-the-utms#step-1-inserting-click-utms,https://northbeam.mintlify.io/docs/channels/rakuten/insert-the-utms#step-1-inserting-click-utms,section moved to its own page,Rakuten: Insert the UTMs
https://docs.northbeam.io/docs/tracking-for-rakuten#step-2-creating-a-scheduled-report,https://docs.northbeam.io/docs/channels/rakuten/overview#step-2-creating-a-scheduled-report,https://northbeam.mintlify.io/docs/channels/rakuten/overview#step-2-creating-a-scheduled-report,guide split into steps,Tracking for Rakuten
https://docs.northbeam.io/docs/tracking-for-rokt,https://docs.northbeam.io/docs/channels/rokt/overview,https://northbeam.mintlify.io/docs/channels/rokt/overview,guide split into steps,Tracking for ROKT
https://docs.northbeam.io/docs/tracking-for-rokt#step-1-enter-your-app-id-and-app-secret,https://docs.northbeam.io/docs/channels/rokt/connect-the-account#step-1-enter-your-app-id-and-app-secret,https://northbeam.mintlify.io/docs/channels/rokt/connect-the-account#step-1-enter-your-app-id-and-app-secret,section moved to its own page,ROKT: Connect the account
https://docs.northbeam.io/docs/tracking-for-shopmy,https://docs.northbeam.io/docs/tracking-for-shopmy,https://northbeam.mintlify.io/docs/tracking-for-shopmy,same page,Tracking for ShopMy
https://docs.northbeam.io/docs/tracking-for-shops,https://docs.northbeam.io/docs/channels/shops/overview,https://northbeam.mintlify.io/docs/channels/shops/overview,guide split into steps,"Shops Tracking (Meta Shops, TikTok Shops)"
https://docs.northbeam.io/docs/tracking-for-snapchat-ads,https://docs.northbeam.io/docs/channels/snapchat/overview,https://northbeam.mintlify.io/docs/channels/snapchat/overview,guide split into steps,Tracking for Snapchat Ads
https://docs.northbeam.io/docs/tracking-for-snapchat-ads#step-2-insert-northbeam-utm-parameters,https://docs.northbeam.io/docs/channels/snapchat/insert-the-utms#step-2-insert-northbeam-utm-parameters,https://northbeam.mintlify.io/docs/channels/snapchat/insert-the-utms#step-2-insert-northbeam-utm-parameters,section moved to its own page,Snapchat Ads: Insert the UTMs
https://docs.northbeam.io/docs/tracking-for-tatari,https://docs.northbeam.io/docs/channels/tatari/overview,https://northbeam.mintlify.io/docs/channels/tatari/overview,guide split into steps,Tracking for Tatari
https://docs.northbeam.io/docs/tracking-for-tatari#step-2-share-your-tatari-id-with-northbeam,https://docs.northbeam.io/docs/channels/tatari/overview#step-2-share-your-tatari-id-with-northbeam,https://northbeam.mintlify.io/docs/channels/tatari/overview#step-2-share-your-tatari-id-with-northbeam,guide split into steps,Tracking for Tatari
https://docs.northbeam.io/docs/tracking-for-tatari#step-4-insert-aws-credentials,https://docs.northbeam.io/docs/channels/tatari/overview#step-4-insert-aws-credentials,https://northbeam.mintlify.io/docs/channels/tatari/overview#step-4-insert-aws-credentials,guide split into steps,Tracking for Tatari
https://docs.northbeam.io/docs/tracking-for-tradedesk,https://docs.northbeam.io/docs/channels/tradedesk/overview,https://northbeam.mintlify.io/docs/channels/tradedesk/overview,guide split into steps,Tracking for TradeDesk
https://docs.northbeam.io/docs/tracking-for-tradedesk#important-attribution-notes,https://docs.northbeam.io/docs/channels/tradedesk/overview#important-attribution-notes,https://northbeam.mintlify.io/docs/channels/tradedesk/overview#important-attribution-notes,guide split into steps,Tracking for TradeDesk
https://docs.northbeam.io/docs/tracking-for-tradedesk#step-2-inserting-click-and-impressions-utms,https://docs.northbeam.io/docs/channels/tradedesk/overview#step-2-inserting-click-and-impressions-utms,https://northbeam.mintlify.io/docs/channels/tradedesk/overview#step-2-inserting-click-and-impressions-utms,guide split into steps,Tracking for TradeDesk
https://docs.northbeam.io/docs/tracking-for-tradedesk#step-3-creating-a-scheduled-report,https://docs.northbeam.io/docs/channels/tradedesk/overview#step-3-creating-a-scheduled-report,https://northbeam.mintlify.io/docs/channels/tradedesk/overview#step-3-creating-a-scheduled-report,guide split into steps,Tracking for TradeDesk
https://docs.northbeam.io/docs/tracking-for-twitter-ads,https://docs.northbeam.io/docs/channels/x/overview,https://northbeam.mintlify.io/docs/channels/x/overview,guide split into steps,Tracking for X Ads
https://docs.northbeam.io/docs/tracking-for-universal,https://docs.northbeam.io/docs/channels/universal/overview,https://northbeam.mintlify.io/docs/channels/universal/overview,guide split into steps,Tracking for Universal
https://docs.northbeam.io/docs/tracking-for-vibe-co,https://docs.northbeam.io/docs/channels/vibe/overview,https://northbeam.mintlify.io/docs/channels/vibe/overview,guide split into steps,Tracking for Vibe.co
https://docs.northbeam.io/docs/tracking-for-x-ads,https://docs.northbeam.io/docs/channels/x/overview,https://northbeam.mintlify.io/docs/channels/x/overview,guide split into steps,Tracking for X Ads
https://docs.northbeam.io/docs/troubleshooting-tracking-issues,https://docs.northbeam.io/docs/troubleshooting-tracking-issues,https://northbeam.mintlify.io/docs/troubleshooting-tracking-issues,same page,Troubleshooting Tracking Issues
https://docs.northbeam.io/docs/update-your-dns,https://docs.northbeam.io/docs/link-dns,https://northbeam.mintlify.io/docs/link-dns,moved,Link DNS
https://docs.northbeam.io/docs/using-the-api,https://docs.northbeam.io/docs/using-the-api,https://northbeam.mintlify.io/docs/using-the-api,same page,Using the API
https://docs.northbeam.io/docs/what-is-a-good-bad-number-in-northbeam,https://docs.northbeam.io/docs/what-is-a-good-bad-number-in-northbeam,https://northbeam.mintlify.io/docs/what-is-a-good-bad-number-in-northbeam,same page,What is a good/bad number in Northbeam?
https://docs.northbeam.io/docs/what-is-northbeam,https://docs.northbeam.io/docs/what-is-northbeam,https://northbeam.mintlify.io/docs/what-is-northbeam,same page,What is Northbeam? Start here.
https://docs.northbeam.io/docs/what-is-northbeam-model-comparison-tool,https://docs.northbeam.io/docs/what-is-northbeam-model-comparison-tool,https://northbeam.mintlify.io/docs/what-is-northbeam-model-comparison-tool,same page,What is Northbeam's Model Comparison Tool?
https://docs.northbeam.io/docs/what-is-northbeam-mta-methodology,https://docs.northbeam.io/docs/what-is-northbeam-mta-methodology,https://northbeam.mintlify.io/docs/what-is-northbeam-mta-methodology,same page,What is Northbeam's MTA Methodology?
https://docs.northbeam.io/docs/what-to-expect-during-implementation,https://docs.northbeam.io/docs/what-to-expect-during-implementation,https://northbeam.mintlify.io/docs/what-to-expect-during-implementation,same page,What To Expect During Implementation
https://docs.northbeam.io/docs/whats-the-difference-between-organic-vs-unattributed,https://docs.northbeam.io/docs/whats-the-difference-between-organic-vs-unattributed,https://northbeam.mintlify.io/docs/whats-the-difference-between-organic-vs-unattributed,same page,What's the difference between Organic vs Unattributed?
https://docs.northbeam.io/docs/why-doesnt-northbeam-match-my-shopify-reporting,https://docs.northbeam.io/docs/why-doesnt-northbeam-match-my-shopify-reporting,https://northbeam.mintlify.io/docs/why-doesnt-northbeam-match-my-shopify-reporting,same page,Why Doesn't Northbeam Match My Shopify Reporting?
https://docs.northbeam.io/docs/why-is-my-fb-roas-so-much-lower-in-northbeam,https://docs.northbeam.io/docs/why-is-my-fb-roas-so-much-lower-in-northbeam,https://northbeam.mintlify.io/docs/why-is-my-fb-roas-so-much-lower-in-northbeam,same page,Why is my FB ROAS so much lower in Northbeam?
https://docs.northbeam.io/docs/why-is-so-much-of-my-revenue-unattributed,https://docs.northbeam.io/docs/differences-in-unattributed-data,https://northbeam.mintlify.io/docs/differences-in-unattributed-data,moved,Differences in Unattributed Data
https://docs.northbeam.io/docs/why-is-the-northbeam-methodology-better-than-internal-platforms,https://docs.northbeam.io/docs/what-is-northbeam-mta-methodology,https://northbeam.mintlify.io/docs/what-is-northbeam-mta-methodology,moved,What is Northbeam's MTA Methodology?
https://docs.northbeam.io/docs/why-northbeam-differs-from-another-platform,https://docs.northbeam.io/docs/why-northbeam-differs-from-another-platform,https://northbeam.mintlify.io/docs/why-northbeam-differs-from-another-platform,same page,Why Northbeam Differs From Another Platform
https://docs.northbeam.io/docs/working-tracking-for-attentive,https://docs.northbeam.io/docs/channels/attentive/overview,https://northbeam.mintlify.io/docs/channels/attentive/overview,guide split into steps,Tracking for Attentive
https://docs.northbeam.io/docs/working-tracking-for-attentive#step-1-create-an-attentive-sftp-account,https://docs.northbeam.io/docs/channels/attentive/connect-the-account#step-1-create-an-attentive-sftp-account,https://northbeam.mintlify.io/docs/channels/attentive/connect-the-account#step-1-create-an-attentive-sftp-account,section moved to its own page,Attentive: Connect the account
https://docs.northbeam.io/docs/working-tracking-for-attentive#step-3-set-up-daily-logs,https://docs.northbeam.io/docs/channels/attentive/connect-the-account#step-3-set-up-daily-logs,https://northbeam.mintlify.io/docs/channels/attentive/connect-the-account#step-3-set-up-daily-logs,section moved to its own page,Attentive: Connect the account
https://docs.northbeam.io/docs/working-tracking-for-attentive#step-5-implement-sign-up-event,https://docs.northbeam.io/docs/channels/attentive/overview#step-5-implement-sign-up-event,https://northbeam.mintlify.io/docs/channels/attentive/overview#step-5-implement-sign-up-event,section moved to its own page,Tracking for Attentive
https://docs.northbeam.io/docs/working-tracking-for-attentive#this-guide-will-show-you-how-to-set-up-tracking-for-the-following-attentive-metrics-in-northbeam,https://docs.northbeam.io/docs/channels/attentive/overview#this-guide-will-show-you-how-to-set-up-tracking-for-the-following-attentive-metrics-in-northbeam,https://northbeam.mintlify.io/docs/channels/attentive/overview#this-guide-will-show-you-how-to-set-up-tracking-for-the-following-attentive-metrics-in-northbeam,guide split into steps,Tracking for Attentive
https://docs.northbeam.io/docs/working-tracking-for-attentive-copy,https://docs.northbeam.io/docs/channels/attentive/overview,https://northbeam.mintlify.io/docs/channels/attentive/overview,guide split into steps,Tracking for Attentive
https://docs.northbeam.io/reference/addorderaliases,https://docs.northbeam.io/reference/addorderaliases,https://northbeam.mintlify.io/reference/addorderaliases,same page,Add aliases to existing orders
https://docs.northbeam.io/reference/delete_spend,https://docs.northbeam.io/reference/delete_spend,https://northbeam.mintlify.io/reference/delete_spend,same page,Delete a spend record
https://docs.northbeam.io/reference/delete_spend-hourly,https://docs.northbeam.io/reference/delete_spend-hourly,https://northbeam.mintlify.io/reference/delete_spend-hourly,same page,Delete a spend record
https://docs.northbeam.io/reference/get_attribution-models-1,https://docs.northbeam.io/reference/get_attribution-models-1,https://northbeam.mintlify.io/reference/get_attribution-models-1,same page,Fetch all available attribution models
https://docs.northbeam.io/reference/get_breakdowns-1,https://docs.northbeam.io/reference/get_breakdowns-1,https://northbeam.mintlify.io/reference/get_breakdowns-1,same page,Fetch all labels available for breakdown
https://docs.northbeam.io/reference/get_data-export-result-export-id-1,https://docs.northbeam.io/reference/get_data-export-result-export-id-1,https://northbeam.mintlify.io/reference/get_data-export-result-export-id-1,same page,Fetch a data export result
https://docs.northbeam.io/reference/get_metrics-1,https://docs.northbeam.io/reference/get_metrics-1,https://northbeam.mintlify.io/reference/get_metrics-1,same page,Fetch all available metrics
https://docs.northbeam.io/reference/get_orders,https://docs.northbeam.io/reference/get_orders,https://northbeam.mintlify.io/reference/get_orders,same page,Fetch a list of orders
https://docs.northbeam.io/reference/get_orders-1,https://docs.northbeam.io/reference/get_orders-1,https://northbeam.mintlify.io/reference/get_orders-1,same page,Fetch a list of orders
https://docs.northbeam.io/reference/get_spend,https://docs.northbeam.io/reference/get_spend,https://northbeam.mintlify.io/reference/get_spend,same page,List spend records
https://docs.northbeam.io/reference/get_spend-hourly,https://docs.northbeam.io/reference/get_spend-hourly,https://northbeam.mintlify.io/reference/get_spend-hourly,same page,List spend records
https://docs.northbeam.io/reference/patchorders,https://docs.northbeam.io/reference/patchorders,https://northbeam.mintlify.io/reference/patchorders,same page,Partially update existing orders
https://docs.northbeam.io/reference/post_data-export,https://docs.northbeam.io/reference/post_data-export-1,https://northbeam.mintlify.io/reference/post_data-export-1,moved,Create a data export config
https://docs.northbeam.io/reference/post_data-export-1,https://docs.northbeam.io/reference/post_data-export-1,https://northbeam.mintlify.io/reference/post_data-export-1,same page,Create a data export config
https://docs.northbeam.io/reference/post_data-export-orders,https://docs.northbeam.io/reference/post_data-export-orders,https://northbeam.mintlify.io/reference/post_data-export-orders,same page,Create an Orders export
https://docs.northbeam.io/reference/post_orders,https://docs.northbeam.io/reference/post_orders,https://northbeam.mintlify.io/reference/post_orders,same page,"Upsert a list of orders to Northbeam (V1, deprecated)"
https://docs.northbeam.io/reference/post_orders-1,https://docs.northbeam.io/reference/post_orders-1,https://northbeam.mintlify.io/reference/post_orders-1,same page,Upsert a list of orders to Northbeam
https://docs.northbeam.io/reference/post_spend,https://docs.northbeam.io/reference/post_spend,https://northbeam.mintlify.io/reference/post_spend,same page,Upsert one or multiple spend records
https://docs.northbeam.io/reference/post_spend-hourly,https://docs.northbeam.io/reference/post_spend-hourly,https://northbeam.mintlify.io/reference/post_spend-hourly,same page,Upsert one or multiple hourly spend records
https://docs.northbeam.io/reference/spend,https://docs.northbeam.io/reference/post_spend,https://northbeam.mintlify.io/reference/post_spend,moved,Upsert one or multiple spend records
